rssi_threshold,smoothing,q50_error,q80_error,q90_error,q95_error,sub_meter_quantile,variance,mc_variance,run_time
-100,TRUE,0.7233834626279624,1.3307356930524104,1.644833360868592,1.8855921371717597,0.65,0.3450080754835819,0.6768509857842846,61.2979114373525
-90,TRUE,0.7256223849301628,1.3446520570540852,1.636611632573183,1.8987206357436612,0.6474537037037037,0.34208498152123273,0.7620021107040552,61.2979114373525
-80,TRUE,0.7011714872102399,1.4310261045445922,1.637513262781876,1.8665094831832387,0.6233796296296297,0.39512756107423513,0.8562415470026138,61.2979114373525
-100,FALSE,0.6935663887612488,1.312506130147678,1.6464917793122815,1.8919302579864552,0.6799382716049382,0.46686950250008447,0.922750410912195,61.2979114373525
-90,FALSE,0.70236499278232,1.299450718518832,1.6126772630658834,1.891793696353159,0.6787808641975309,0.4776288214745734,0.8121716320729722,61.2979114373525
-80,FALSE,0.7042962192348003,1.380588968542075,1.5936563060790785,1.8700327308854985,0.6545524691358025,0.5645902996730602,1.7536724076899903,61.2979114373525
