id,ts,locator_mac,asset_tag_mac,sequence_nr,azimuth_location_mdf,azimuth_scale,elevation_location,elevation_scale,quality_sndr,rssi,distance,x_m,y_m,height
113,1717690257,2c:e3:10:00:02:30,2c:e3:10:00:43:9a,22566,1.65495023187467,45.660828,0.5895382,0.022843346,-79,-79,17.2,22.287494599353572,17.406213816605934,5.5
114,1717690257,2c:e3:10:00:07:c6,2c:e3:10:00:43:9a,22566,1.5233465618347828,70.85118,0.20789191,0.028793888,-80,-80,18.5,31.779144018797858,9.948327645626009,5.5
115,1717690257,2c:e3:10:00:02:5b,2c:e3:10:00:43:9a,22566,3.3164774043547265,85.73245,0.33934686,0.027792735,-86,-86,19.3,64.90519209008792,56.92759939471794,5.45
116,1717690257,2c:e3:10:00:05:36,2c:e3:10:00:43:9a,22566,4.6907860342749546,58.048943,0.15463446,0.02604972,-71,-71,9.4,66.32940278891483,7.583958006355402,5.5
117,1717690257,2c:e3:10:00:07:69,2c:e3:10:00:43:9a,22566,4.271098034274954,33.119637,0.41762042,0.03390239,-81,-81,14.6,72.39245084617761,16.695829381558603,3.8
118,1717690257,2c:e3:10:00:07:c4,2c:e3:10:00:43:9a,22566,2.1346925643547254,107.89957,0.23271275,0.02042386,-78,-78,9.5,43.37392640248455,9.974547649721545,5.45
119,1717690257,2c:e3:10:00:07:c3,2c:e3:10:00:43:9a,22566,2.5225986267948954,81.69589,1.1446431,0.0034924468,-69,-69,7.3,49.072618861285406,8.35252396322196,5.5
120,1717690257,2c:e3:10:00:07:aa,2c:e3:10:00:43:9a,22567,3.0927226819145557,24.553808,0.22024816,0.033650666,-84,-84,13.2,51.8341875306415,27.376942120304804,5.5
121,1717690257,2c:e3:10:00:01:be,2c:e3:10:00:43:9a,22567,2.3331307967948978,52.87322,0.15410717,0.025831783,-84,-84,20,29.029652535624095,30.913801610600963,5.75
122,1717690257,2c:e3:10:00:02:63,2c:e3:10:00:43:9a,22567,3.875132647898601,13.159326,0.16188791,0.0349291,-91,-91,17.1,64.19971277703543,29.772323499029696,5.45
123,1717690257,2c:e3:10:00:05:36,2c:e3:10:00:43:9a,22567,4.693712434274953,51.607525,0.17141527,0.020928625,-71,-71,8.8,66.32940278891483,7.583958006355402,5.5
124,1717690257,2c:e3:10:00:07:69,2c:e3:10:00:43:9a,22567,4.369243834274954,33.373096,0.46800745,0.042288605,-80,-80,14.9,72.39245084617761,16.695829381558603,3.8
