x,y,id,name,label_position_x,label_position_y
15.101554972007358,11.017739230450696,2448,NA,15.994674525726538,13.637731174479363
15.16629200497809,16.298712981819953,2448,NA,15.994674525726538,13.637731174479363
16.920759437546543,16.235500989758485,2448,NA,15.994674525726538,13.637731174479363
16.78471784524578,10.925693699146006,2448,NA,15.994674525726538,13.637731174479363
15.101554972007358,11.017739230450696,2448,NA,15.994674525726538,13.637731174479363
24.192886214589322,21.311313013709892,2442,NA,25.51993406925031,35.64957877453296
24.310163449101484,50.144853023636095,2442,NA,25.51993406925031,35.64957877453296
26.82552558073145,50.11712846521673,2442,NA,25.51993406925031,35.64957877453296
26.748591714998142,21.182671066363284,2442,NA,25.51993406925031,35.64957877453296
24.192886214589322,21.311313013709892,2442,NA,25.51993406925031,35.64957877453296
29.00219105887698,10.712769095717443,2985,NA,29.64002089709698,13.479834154410762
29.045349082190754,16.190032715306046,2985,NA,29.64002089709698,13.479834154410762
30.32226361443907,16.139019528854543,2985,NA,29.64002089709698,13.479834154410762
30.19466598307651,10.752692458958796,2985,NA,29.64002089709698,13.479834154410762
29.00219105887698,10.712769095717443,2985,NA,29.64002089709698,13.479834154410762
7.765629380616592,12.462743177634259,2976,NA,8.782266147727631,16.157888675567815
7.466337877288252,18.176220028683563,2976,NA,8.782266147727631,16.157888675567815
10.92460897679592,18.196181710304238,2976,NA,8.782266147727631,16.157888675567815
10.965890562864217,16.557105858912976,2976,NA,8.782266147727631,16.157888675567815
8.640048442365893,16.475041168418624,2976,NA,8.782266147727631,16.157888675567815
8.762954984614622,12.500448576075986,2976,NA,8.782266147727631,16.157888675567815
7.765629380616592,12.462743177634259,2976,NA,8.782266147727631,16.157888675567815
49.60639388806115,41.95945460749012,2438,NA,57.43926674804327,43.06286005133697
49.536027547353854,44.21290665715917,2438,NA,57.43926674804327,43.06286005133697
65.33467840274145,44.15191263068531,2438,NA,57.43926674804327,43.06286005133697
65.33467840274145,41.922858191448206,2438,NA,57.43926674804327,43.06286005133697
49.60639388806115,41.95945460749012,2438,NA,57.43926674804327,43.06286005133697
35.51717600734933,10.672845732476091,2988,NA,36.1920950121589,13.394073682507342
35.60630670584523,16.091333289602478,2988,NA,36.1920950121589,13.394073682507342
36.85976579119111,16.119057847233865,2988,NA,36.1920950121589,13.394073682507342
36.786584797282174,10.717205025316694,2988,NA,36.1920950121589,13.394073682507342
35.51717600734933,10.672845732476091,2988,NA,36.1920950121589,13.394073682507342
12.612462940481459,12.091234104428077,2977,NA,13.240346697066698,14.267443715824744
12.736307700019637,18.114117019809886,2977,NA,13.240346697066698,14.267443715824744
14.301255121456446,18.135187683830377,2977,NA,13.240346697066698,14.267443715824744
14.280614327755654,11.271696178732446,2977,NA,13.240346697066698,14.267443715824744
10.677857675009012,11.230663833879259,2977,NA,13.240346697066698,14.267443715824744
10.65721688130822,12.091234104428077,2977,NA,13.240346697066698,14.267443715824744
12.612462940481459,12.091234104428077,2977,NA,13.240346697066698,14.267443715824744
17.996895344523367,10.85028290226255,2980,NA,18.695678143622,13.667460489405038
17.97719276944531,16.400739353934984,2980,NA,18.695678143622,13.667460489405038
19.4464419673602,16.466169310008098,2980,NA,18.695678143622,13.667460489405038
19.351681961127735,10.801487680610673,2980,NA,18.695678143622,13.667460489405038
17.996895344523367,10.85028290226255,2980,NA,18.695678143622,13.667460489405038
31.15915396194445,10.773763122979284,2986,NA,31.81582207409519,13.4567640716559
31.147895347804603,16.12682072403256,2986,NA,31.81582207409519,13.4567640716559
32.51675523175046,16.13791054645473,2986,NA,31.81582207409519,13.4567640716559
32.42762453325456,10.652884050855413,2986,NA,31.81582207409519,13.4567640716559
